date,sales,price,advertising_cost
2028-10-09,156,58,1779
2028-10-10,92,41,1585
2028-10-11,106,59,1077
2028-10-12,137,53,1802
2028-10-13,133,61,1757
2028-10-14,91,45,1699
2028-10-15,197,69,1229
2028-10-16,85,58,1710
2028-10-17,150,44,1891
2028-10-18,70,60,1879
2028-10-19,196,51,1764
2028-10-20,123,69,1813
2028-10-21,85,62,1304
2028-10-22,158,54,814
2028-10-23,152,45,1287
2028-10-24,103,61,1441
2028-10-25,90,64,1284
2028-10-26,163,59,1728
2028-10-27,165,48,1472
2028-10-28,54,54,1989
2028-10-29,85,43,944
2028-10-30,55,62,1697
2028-10-31,143,44,1877
2028-11-01,99,61,899
2028-11-02,82,53,1244
2028-11-03,192,59,874
2028-11-04,149,41,1962
2028-11-05,138,66,1705
2028-11-06,141,41,1181
2028-11-07,51,53,1927
2028-11-08,143,63,1359
2028-11-09,123,40,1316
2028-11-10,183,41,1822
2028-11-11,133,46,1824
2028-11-12,80,49,1250
2028-11-13,199,50,1764
2028-11-14,119,66,1312
2028-11-15,58,60,1749
2028-11-16,98,46,1625
2028-11-17,72,49,1852
2028-11-18,97,54,823
2028-11-19,130,60,1373
2028-11-20,90,60,1285
2028-11-21,62,48,1323
2028-11-22,136,49,1820
2028-11-23,80,59,1793
2028-11-24,168,55,876
2028-11-25,84,53,1579
2028-11-26,122,66,1662
2028-11-27,184,47,1020
2028-11-28,190,43,1517
2028-11-29,126,57,1536
2028-11-30,189,68,1480
2028-12-01,98,62,1001
2028-12-02,179,51,1300
2028-12-03,101,58,1978
2028-12-04,187,43,816
2028-12-05,124,62,1714
2028-12-06,81,69,834
2028-12-07,110,49,1466
2028-12-08,104,68,833
2028-12-09,177,63,1819
2028-12-10,172,51,1126
2028-12-11,75,45,1742
2028-12-12,80,62,881
2028-12-13,82,46,1693
2028-12-14,151,43,1392
2028-12-15,171,58,1972
2028-12-16,172,53,1794
2028-12-17,196,42,1791
2028-12-18,102,60,1509
2028-12-19,140,48,1306
2028-12-20,190,47,1323
2028-12-21,146,69,1812
2028-12-22,60,69,1018
2028-12-23,137,67,1952
2028-12-24,169,43,1451
2028-12-25,175,42,902
2028-12-26,88,49,1337
2028-12-27,88,62,925
2028-12-28,140,60,1298
2028-12-29,138,69,856
2028-12-30,192,47,1533
2028-12-31,88,59,1452
2029-01-01,104,47,1288
2029-01-02,129,47,1747
2029-01-03,113,46,1322
2029-01-04,115,65,1303
2029-01-05,191,68,1292
2029-01-06,170,42,1616
2029-01-07,95,45,1996
2029-01-08,144,61,1786
2029-01-09,148,66,1629
2029-01-10,142,59,1824
2029-01-11,139,43,1874
2029-01-12,97,58,1714
2029-01-13,122,68,1803
2029-01-14,87,60,1199
2029-01-15,94,61,1146
2029-01-16,183,45,1962
2029-01-17,51,58,1814
2029-01-18,153,52,815
2029-01-19,79,40,1056
2029-01-20,57,40,1653
2029-01-21,192,51,1494
2029-01-22,197,52,1280
2029-01-23,127,69,1157
2029-01-24,64,56,1847
2029-01-25,182,59,916
2029-01-26,68,41,1581
2029-01-27,164,65,1642
2029-01-28,85,44,857
2029-01-29,67,64,1275
2029-01-30,146,53,836
2029-01-31,82,60,1919
2029-02-01,183,40,1550
2029-02-02,184,68,1188
2029-02-03,62,47,1855
2029-02-04,82,57,1366
2029-02-05,68,59,1623
2029-02-06,118,47,1640
2029-02-07,130,58,1028
2029-02-08,144,45,1280
2029-02-09,156,44,1360
2029-02-10,57,42,1496
2029-02-11,61,40,871
2029-02-12,191,59,919
2029-02-13,76,66,1548
2029-02-14,90,57,1267
2029-02-15,84,48,1103
2029-02-16,167,52,1404
2029-02-17,87,52,1675
2029-02-18,151,58,914
2029-02-19,157,54,861
2029-02-20,134,64,1469
2029-02-21,105,58,1107
2029-02-22,51,43,1160
2029-02-23,158,58,1419
2029-02-24,83,46,1476
2029-02-25,104,59,1405
2029-02-26,58,61,1282
2029-02-27,164,58,1377
2029-02-28,160,63,1533
2029-03-01,84,56,1329
2029-03-02,74,46,1645
2029-03-03,133,47,1292
2029-03-04,60,49,1850
2029-03-05,176,44,1734
2029-03-06,58,58,1863
2029-03-07,112,46,1321
2029-03-08,88,49,1678
2029-03-09,92,41,1912
2029-03-10,92,69,925
2029-03-11,100,58,896
2029-03-12,52,55,1715
2029-03-13,61,66,1356
2029-03-14,89,41,1575
2029-03-15,159,46,1602
2029-03-16,66,69,1030
2029-03-17,140,53,1090
2029-03-18,132,48,921
2029-03-19,127,53,1739
2029-03-20,115,62,1706
2029-03-21,59,44,1383
2029-03-22,95,63,949
2029-03-23,128,53,1922
2029-03-24,135,55,1182
2029-03-25,81,54,1849
2029-03-26,150,52,1312
2029-03-27,131,42,1155
2029-03-28,132,59,1694
2029-03-29,90,57,1955
2029-03-30,81,65,1225
2029-03-31,81,42,1370
2029-04-01,73,55,856
2029-04-02,190,46,1798
2029-04-03,70,47,1458
2029-04-04,167,67,900
2029-04-05,112,54,1657
2029-04-06,107,48,1706
2029-04-07,102,46,1706
2029-04-08,91,55,920
2029-04-09,129,40,1440
2029-04-10,198,60,1612
2029-04-11,196,47,1052
2029-04-12,166,65,1502
2029-04-13,76,41,1467
2029-04-14,66,43,1180
2029-04-15,147,56,1945
2029-04-16,110,60,802
2029-04-17,165,47,1291
2029-04-18,135,48,1330
2029-04-19,145,67,1730
2029-04-20,82,68,1207
2029-04-21,170,53,1071
2029-04-22,117,54,1916
2029-04-23,160,42,1138
2029-04-24,176,42,1685
2029-04-25,70,58,807
2029-04-26,111,44,1889
2029-04-27,184,54,859
2029-04-28,168,46,1490
2029-04-29,81,60,1638
2029-04-30,89,60,1441
2029-05-01,79,41,838
2029-05-02,85,49,1332
2029-05-03,181,43,1638
2029-05-04,175,63,990
2029-05-05,75,51,1266
2029-05-06,135,60,1638
2029-05-07,164,44,1162
2029-05-08,138,50,1671
2029-05-09,106,56,1809
2029-05-10,173,67,1929
2029-05-11,60,52,1033
2029-05-12,178,42,1036
2029-05-13,171,52,1180
2029-05-14,146,69,862
2029-05-15,96,55,835
2029-05-16,142,69,1503
2029-05-17,95,68,1172
2029-05-18,138,62,1622
2029-05-19,161,42,1619
2029-05-20,94,55,1651
2029-05-21,145,67,1587
2029-05-22,170,51,1398
2029-05-23,99,49,1014
2029-05-24,56,66,1109
2029-05-25,136,67,1130
2029-05-26,167,46,1253
2029-05-27,154,50,1622
2029-05-28,87,48,1311
2029-05-29,96,69,966
2029-05-30,165,50,1224
2029-05-31,165,40,1077
2029-06-01,137,58,1812
2029-06-02,90,46,1602
2029-06-03,107,56,1666
2029-06-04,131,50,1225
2029-06-05,159,69,902
2029-06-06,73,67,1176
2029-06-07,61,69,1746
2029-06-08,175,47,1389
2029-06-09,172,44,1823
2029-06-10,102,52,1573
2029-06-11,91,56,1181
2029-06-12,70,52,1176
2029-06-13,129,62,1306
2029-06-14,52,60,1938
2029-06-15,61,50,1951
2029-06-16,197,45,1874
2029-06-17,150,44,1024
2029-06-18,57,56,932
2029-06-19,67,66,1997
2029-06-20,196,64,1174
2029-06-21,147,41,1106
2029-06-22,100,57,1896
2029-06-23,126,68,1895
2029-06-24,60,48,1232
2029-06-25,141,56,1393
2029-06-26,72,42,1985
2029-06-27,153,65,1848
2029-06-28,115,54,1115
2029-06-29,119,68,1499
2029-06-30,157,50,1450
2029-07-01,183,47,1839
2029-07-02,141,61,1212
2029-07-03,52,59,961
2029-07-04,69,60,1810
2029-07-05,78,44,1434
2029-07-06,141,56,910
2029-07-07,107,41,1221
2029-07-08,80,57,1312
2029-07-09,188,51,1409
2029-07-10,125,60,1572
2029-07-11,151,66,859
2029-07-12,172,51,826
2029-07-13,93,45,1248
2029-07-14,83,46,1473
2029-07-15,61,42,930
2029-07-16,70,60,1935
2029-07-17,58,45,1047
2029-07-18,124,67,1323
2029-07-19,189,64,1484
2029-07-20,142,69,1957
2029-07-21,117,47,1051
2029-07-22,131,49,1445
2029-07-23,163,63,1859
2029-07-24,153,45,1328
2029-07-25,96,51,1924
2029-07-26,112,45,808
2029-07-27,197,53,1335
2029-07-28,110,40,1466
2029-07-29,176,42,1562
2029-07-30,189,54,905
2029-07-31,145,46,1571
2029-08-01,61,62,853
2029-08-02,102,50,1097
2029-08-03,101,47,1321
2029-08-04,194,60,808
2029-08-05,114,54,1074
2029-08-06,80,51,962
2029-08-07,161,49,972
2029-08-08,119,57,1140
2029-08-09,124,59,805
2029-08-10,87,43,1112
2029-08-11,148,67,821
2029-08-12,119,69,992
2029-08-13,147,47,935
2029-08-14,57,48,1805
2029-08-15,79,65,1464
2029-08-16,118,42,1726
2029-08-17,182,65,1346
2029-08-18,129,63,840
2029-08-19,171,46,809
2029-08-20,194,58,1513
2029-08-21,84,42,1801
2029-08-22,79,66,1646
2029-08-23,146,51,1740
2029-08-24,196,68,1732
2029-08-25,199,49,1639
2029-08-26,80,60,1915
2029-08-27,118,65,1222
2029-08-28,90,62,1420
2029-08-29,196,67,1568
2029-08-30,71,65,1560
2029-08-31,198,57,1805
2029-09-01,75,64,1910
2029-09-02,94,43,1226
2029-09-03,162,43,1445
2029-09-04,118,47,847
2029-09-05,175,50,1253
2029-09-06,170,56,887
2029-09-07,181,53,1958
2029-09-08,86,54,892
2029-09-09,169,58,1464
2029-09-10,150,67,1958
2029-09-11,90,46,1302
2029-09-12,79,52,1318
2029-09-13,190,57,1466
2029-09-14,166,62,910
2029-09-15,188,47,1753
2029-09-16,185,58,1155
2029-09-17,189,44,1984
2029-09-18,94,47,1885
2029-09-19,104,51,1159
2029-09-20,138,46,1067
2029-09-21,121,53,1279
2029-09-22,109,65,1928
2029-09-23,139,48,935
2029-09-24,164,48,812
2029-09-25,69,43,1379
2029-09-26,190,50,844
2029-09-27,143,55,1510
2029-09-28,197,40,1865
2029-09-29,153,40,1483
2029-09-30,73,63,1482
2029-10-01,122,64,927
2029-10-02,197,47,1472
2029-10-03,114,65,1698
2029-10-04,185,51,1399
2029-10-05,98,65,1230
2029-10-06,143,61,1316
2029-10-07,119,56,1574
2029-10-08,109,43,1921
2029-10-09,122,52,1898
2029-10-10,55,43,1429
2029-10-11,54,48,1019
2029-10-12,72,57,1677
2029-10-13,89,44,916
2029-10-14,165,53,839
2029-10-15,159,59,1561
2029-10-16,81,52,1944
2029-10-17,70,46,870
2029-10-18,76,45,1186
2029-10-19,143,50,1629
2029-10-20,90,40,1216
2029-10-21,155,52,1050
2029-10-22,62,44,1845
2029-10-23,124,60,1402
2029-10-24,116,46,1016
2029-10-25,122,55,995
2029-10-26,181,57,1646
2029-10-27,96,53,862
2029-10-28,192,64,1654
2029-10-29,56,54,1105
2029-10-30,127,40,1712
2029-10-31,50,60,1711
2029-11-01,112,46,1516
2029-11-02,57,52,841
2029-11-03,82,66,1421
2029-11-04,189,54,1796
2029-11-05,170,61,1894
2029-11-06,77,63,1688
2029-11-07,177,64,1995
2029-11-08,171,41,1416
2029-11-09,170,43,1763
2029-11-10,88,61,1130
2029-11-11,186,48,1187
2029-11-12,83,65,1616
2029-11-13,105,53,1831
2029-11-14,51,61,886
2029-11-15,89,59,1511
2029-11-16,122,46,919
2029-11-17,66,66,1637
2029-11-18,69,53,1814
2029-11-19,134,54,1715
2029-11-20,57,56,1303
2029-11-21,115,46,1406
2029-11-22,74,59,1338
2029-11-23,69,54,1679
2029-11-24,178,67,1950
2029-11-25,143,66,1462
2029-11-26,95,69,1347
2029-11-27,52,53,1038
2029-11-28,145,61,1217
2029-11-29,142,46,941
2029-11-30,132,48,1769
2029-12-01,153,58,1737
2029-12-02,51,65,1355
2029-12-03,100,42,1869
2029-12-04,103,60,988
2029-12-05,173,41,1368
2029-12-06,134,61,839
2029-12-07,75,44,1600
2029-12-08,115,45,1444
2029-12-09,53,41,1913
2029-12-10,118,66,888
2029-12-11,156,67,896
2029-12-12,64,52,1470
2029-12-13,58,60,1862
2029-12-14,68,49,821
2029-12-15,79,67,1299
2029-12-16,152,54,1935
2029-12-17,141,62,997
2029-12-18,198,43,1649
2029-12-19,193,48,1187
2029-12-20,152,52,1787
2029-12-21,66,65,1251
2029-12-22,143,66,1268
2029-12-23,122,57,1729
2029-12-24,56,60,1946
2029-12-25,51,47,841
2029-12-26,169,47,1753
2029-12-27,74,40,1010
2029-12-28,199,51,1366
2029-12-29,105,64,1580
2029-12-30,129,44,1676
2029-12-31,136,58,1992
2030-01-01,121,63,812
2030-01-02,77,59,1904
2030-01-03,129,69,1916
2030-01-04,52,59,898
2030-01-05,88,51,1748
2030-01-06,150,56,1652
2030-01-07,186,40,956
2030-01-08,170,53,1431
2030-01-09,170,56,1202
2030-01-10,146,56,1725
2030-01-11,90,69,1172
2030-01-12,166,68,1650
2030-01-13,175,64,884
2030-01-14,177,54,1047
2030-01-15,53,61,850
2030-01-16,176,44,1645
2030-01-17,115,48,1887
2030-01-18,179,67,1822
2030-01-19,68,64,1645
2030-01-20,69,68,1470
2030-01-21,174,43,1859
2030-01-22,65,66,811
2030-01-23,103,56,1983
2030-01-24,58,50,1203
2030-01-25,55,62,1148
2030-01-26,53,65,888
2030-01-27,53,61,811
2030-01-28,80,43,1307
2030-01-29,55,48,1001
2030-01-30,106,53,1865
2030-01-31,126,45,1775
2030-02-01,193,51,1366
2030-02-02,174,49,1761
2030-02-03,158,64,1829
2030-02-04,190,59,1463
2030-02-05,190,41,1876
2030-02-06,186,56,1883
2030-02-07,120,48,1931
2030-02-08,144,59,1153
2030-02-09,50,46,1402
2030-02-10,71,51,1734
2030-02-11,69,51,1302
2030-02-12,82,69,1434
2030-02-13,125,65,1195
2030-02-14,153,49,1311
2030-02-15,137,45,1599
2030-02-16,86,55,1366
2030-02-17,62,54,1601
2030-02-18,184,55,1249
2030-02-19,106,50,1249
2030-02-20,172,56,1895
2030-02-21,100,62,1019
2030-02-22,64,59,919
2030-02-23,103,42,1424
2030-02-24,123,47,1651
2030-02-25,137,56,901
2030-02-26,133,53,1615
2030-02-27,88,55,1377
2030-02-28,67,67,1195
2030-03-01,53,54,1432
2030-03-02,83,47,1218
2030-03-03,157,54,1159
2030-03-04,81,61,1393
2030-03-05,82,44,1610
2030-03-06,65,68,1745
2030-03-07,186,44,1288
2030-03-08,104,60,1964
2030-03-09,86,40,1129
2030-03-10,167,61,858
2030-03-11,79,45,888
2030-03-12,142,65,1125
2030-03-13,179,66,1247
2030-03-14,141,68,1835
2030-03-15,81,49,1102
2030-03-16,154,67,827
2030-03-17,185,61,962
2030-03-18,109,56,967
2030-03-19,181,45,998
2030-03-20,116,61,1557
2030-03-21,179,51,997
2030-03-22,110,51,1320
2030-03-23,145,44,863
2030-03-24,156,45,1925
2030-03-25,143,67,1684
2030-03-26,184,56,1145
2030-03-27,113,64,1375
2030-03-28,81,56,1043
2030-03-29,79,43,1673
2030-03-30,169,59,1383
2030-03-31,74,40,1651
2030-04-01,61,56,1460
2030-04-02,165,45,1293
2030-04-03,194,45,1266
2030-04-04,118,47,1150
2030-04-05,157,65,1892
2030-04-06,179,66,1761
2030-04-07,166,44,812
2030-04-08,187,65,1205
2030-04-09,70,67,1779
2030-04-10,141,46,1783
2030-04-11,144,55,1783
2030-04-12,103,51,1183
2030-04-13,157,51,1819
2030-04-14,194,42,1216
2030-04-15,136,65,1421
2030-04-16,76,41,1092
2030-04-17,112,67,824
2030-04-18,144,43,1097
2030-04-19,144,47,1413
2030-04-20,118,67,1036
2030-04-21,52,51,1823
2030-04-22,53,62,1045
2030-04-23,167,49,923
2030-04-24,128,53,1522
2030-04-25,144,42,1999
2030-04-26,147,40,1509
2030-04-27,59,59,1471
2030-04-28,89,64,977
2030-04-29,89,57,891
2030-04-30,189,59,1814
2030-05-01,176,59,996
2030-05-02,154,50,1627
2030-05-03,63,64,1073
2030-05-04,106,66,1600
2030-05-05,172,52,1112
2030-05-06,93,41,1352
2030-05-07,101,40,990
2030-05-08,178,56,832
2030-05-09,103,47,1349
2030-05-10,130,63,964
2030-05-11,101,55,866
2030-05-12,162,42,1828
2030-05-13,198,62,1284
2030-05-14,145,51,832
2030-05-15,182,52,1217
2030-05-16,99,67,1761
2030-05-17,128,60,1508
2030-05-18,181,61,813
2030-05-19,131,40,1425
2030-05-20,144,48,1995
2030-05-21,59,40,1439
2030-05-22,152,55,1821
2030-05-23,81,56,1696
2030-05-24,161,47,933
2030-05-25,123,65,1821
2030-05-26,148,49,1287
2030-05-27,82,69,1107
2030-05-28,105,62,968
2030-05-29,122,62,1889
2030-05-30,177,68,1674
2030-05-31,140,48,1003
2030-06-01,176,46,1020
2030-06-02,111,55,1615
2030-06-03,140,58,989
2030-06-04,173,58,1064
2030-06-05,55,49,1510
2030-06-06,63,45,1220
2030-06-07,180,50,1594
2030-06-08,181,44,1513
2030-06-09,170,53,1132
2030-06-10,90,58,1902
2030-06-11,154,61,1743
2030-06-12,154,41,1660
2030-06-13,134,51,1632
2030-06-14,95,57,1634
2030-06-15,165,51,1873
2030-06-16,183,61,1779
2030-06-17,53,54,1233
2030-06-18,128,49,1486
2030-06-19,111,66,1647
2030-06-20,94,49,1987
2030-06-21,146,59,1184
2030-06-22,179,52,1937
2030-06-23,80,62,1269
2030-06-24,93,66,1937
2030-06-25,98,60,1750
2030-06-26,53,56,1021
2030-06-27,132,60,1968
2030-06-28,137,65,1278
2030-06-29,112,44,1159
2030-06-30,99,60,1629
2030-07-01,58,47,938
2030-07-02,159,44,893
2030-07-03,120,66,1549
2030-07-04,77,52,1378
2030-07-05,60,60,1204
2030-07-06,122,56,1043
2030-07-07,171,49,1656
2030-07-08,178,54,1248
2030-07-09,59,58,1706
2030-07-10,78,62,920
2030-07-11,77,50,1462
2030-07-12,150,61,859
2030-07-13,53,58,1528
2030-07-14,66,40,882
2030-07-15,70,66,851
2030-07-16,155,49,945
2030-07-17,133,60,1721
2030-07-18,120,44,978
2030-07-19,87,50,1291
2030-07-20,181,41,1372
2030-07-21,86,53,1875
2030-07-22,62,66,1555
2030-07-23,144,55,1467
2030-07-24,86,66,1578
2030-07-25,91,68,1051
2030-07-26,51,42,1235
2030-07-27,197,64,1415
2030-07-28,88,44,945
2030-07-29,59,68,1322
2030-07-30,155,52,937
2030-07-31,162,49,1846
2030-08-01,152,62,1428
2030-08-02,118,42,1641
2030-08-03,147,67,816
2030-08-04,102,61,1525
2030-08-05,68,54,1510
2030-08-06,95,59,1117
2030-08-07,189,58,1817
2030-08-08,177,56,1567
2030-08-09,100,57,1189
2030-08-10,114,68,1467
2030-08-11,89,61,1455
2030-08-12,73,65,1429
2030-08-13,190,65,1796
2030-08-14,112,46,889
2030-08-15,154,44,1353
2030-08-16,53,47,1154
2030-08-17,101,42,1429
2030-08-18,143,47,1392
2030-08-19,182,57,1266
2030-08-20,123,46,1722
2030-08-21,107,63,1847
2030-08-22,78,49,1632
2030-08-23,133,61,1811
2030-08-24,184,40,1137
2030-08-25,173,69,1987
2030-08-26,132,55,1568
2030-08-27,108,61,1909
2030-08-28,51,55,1048
2030-08-29,90,59,1534
2030-08-30,146,53,1209
2030-08-31,59,63,1160
2030-09-01,159,54,1190
2030-09-02,134,41,1375
2030-09-03,194,53,1533
2030-09-04,183,68,1209
2030-09-05,92,67,1978
2030-09-06,192,40,1160
2030-09-07,128,44,959
2030-09-08,85,60,1675
2030-09-09,119,58,1444
2030-09-10,72,62,1881
2030-09-11,52,49,1278
2030-09-12,197,45,1751
2030-09-13,146,41,1697
2030-09-14,54,40,1733
2030-09-15,165,44,1063
2030-09-16,178,67,803
2030-09-17,101,59,1696
2030-09-18,196,53,1581
2030-09-19,77,65,1658
2030-09-20,193,64,1277
2030-09-21,102,55,1080
2030-09-22,76,42,1328
2030-09-23,52,46,1796
2030-09-24,191,63,1206
2030-09-25,81,57,1450
2030-09-26,190,66,1203
2030-09-27,142,55,1607
2030-09-28,59,41,944
2030-09-29,162,61,1349
2030-09-30,146,53,1844
2030-10-01,184,47,1986
2030-10-02,136,49,820
2030-10-03,59,42,1779
2030-10-04,196,40,1826
2030-10-05,168,41,1897
2030-10-06,113,51,867
2030-10-07,102,65,919
2030-10-08,195,46,1881
2030-10-09,79,57,1354
2030-10-10,50,67,1411
2030-10-11,88,43,1164
2030-10-12,90,63,1560
2030-10-13,156,66,1995
2030-10-14,173,65,1764
2030-10-15,119,53,1517
2030-10-16,158,69,1798
2030-10-17,57,44,1131
2030-10-18,149,54,1690
2030-10-19,164,69,1952
2030-10-20,137,53,882
2030-10-21,188,64,1179
2030-10-22,121,67,811
2030-10-23,96,48,1156
2030-10-24,145,58,1149
2030-10-25,89,55,1664
2030-10-26,102,66,1698
2030-10-27,195,40,969
2030-10-28,52,52,1418
2030-10-29,193,50,1787
2030-10-30,183,53,1512
2030-10-31,84,45,1356
2030-11-01,132,48,1844
2030-11-02,169,40,953
2030-11-03,67,61,1490
2030-11-04,196,60,1920
2030-11-05,70,66,1163
2030-11-06,169,57,1748
2030-11-07,80,62,1562
2030-11-08,62,59,994
2030-11-09,195,62,1674
2030-11-10,110,68,1654
2030-11-11,91,65,1948
2030-11-12,165,66,1816
2030-11-13,96,65,1545
2030-11-14,193,52,1753
2030-11-15,139,42,1902
2030-11-16,158,40,817
2030-11-17,164,66,1876
2030-11-18,146,51,871
2030-11-19,142,62,990
2030-11-20,58,61,839
2030-11-21,106,60,1305
2030-11-22,191,64,1430
2030-11-23,136,49,1482
2030-11-24,197,61,918
2030-11-25,91,61,1411
2030-11-26,123,61,1587
2030-11-27,186,69,1864
2030-11-28,197,67,1659
2030-11-29,166,51,1912
2030-11-30,90,45,1045
2030-12-01,159,49,1403
2030-12-02,61,64,1566
2030-12-03,128,57,852
2030-12-04,151,61,1728
2030-12-05,77,62,1538
2030-12-06,140,41,1368
2030-12-07,107,56,1740
2030-12-08,92,46,1291
2030-12-09,104,48,1103
2030-12-10,150,50,1556
2030-12-11,167,59,1975
2030-12-12,112,41,1217
2030-12-13,57,58,1859
2030-12-14,190,55,1075
2030-12-15,189,64,1226
2030-12-16,94,65,1573
2030-12-17,105,60,1774
2030-12-18,171,52,1134
2030-12-19,187,57,921
2030-12-20,130,46,1757
2030-12-21,114,46,1024
2030-12-22,107,55,1209
2030-12-23,126,50,1952
2030-12-24,158,50,941
2030-12-25,154,65,1000
2030-12-26,126,46,1054
2030-12-27,60,41,1343
2030-12-28,54,54,1558
2030-12-29,175,49,1448
2030-12-30,97,57,1198
2030-12-31,69,49,1478
2031-01-01,159,69,865
2031-01-02,143,54,1850
2031-01-03,182,62,999
2031-01-04,127,67,1283
2031-01-05,123,50,1969
2031-01-06,62,62,1197
2031-01-07,91,63,1396
2031-01-08,79,45,1235
2031-01-09,189,53,1220
2031-01-10,176,48,1152
2031-01-11,170,42,1475
2031-01-12,166,46,1607
2031-01-13,107,41,1296
2031-01-14,58,63,1605
2031-01-15,106,64,906
2031-01-16,82,44,893
2031-01-17,100,59,1876
2031-01-18,112,63,1859
2031-01-19,116,49,1117
2031-01-20,142,46,817
2031-01-21,98,56,1810
2031-01-22,137,66,1505
2031-01-23,159,61,1538
2031-01-24,140,43,1567
2031-01-25,158,51,1220
2031-01-26,86,42,1800
2031-01-27,73,52,1960
2031-01-28,186,40,1114
2031-01-29,178,56,823
2031-01-30,196,52,1765
2031-01-31,70,69,1089
2031-02-01,184,52,1966
2031-02-02,145,58,1910
2031-02-03,69,42,806
2031-02-04,131,47,1139
2031-02-05,181,46,1202
2031-02-06,190,41,815
2031-02-07,93,69,1895
2031-02-08,172,55,827
2031-02-09,129,51,1305
2031-02-10,124,48,1647
2031-02-11,96,54,839
2031-02-12,127,53,1245
2031-02-13,63,52,1920
2031-02-14,99,64,1629
2031-02-15,197,59,972
2031-02-16,102,40,995
2031-02-17,145,44,1131
2031-02-18,152,43,1305
2031-02-19,186,41,1032
2031-02-20,55,51,1690
2031-02-21,116,63,1144
2031-02-22,97,55,1661
2031-02-23,66,60,1525
2031-02-24,139,54,885
2031-02-25,117,46,1566
2031-02-26,85,43,1756
2031-02-27,190,47,1758
2031-02-28,191,59,1376
2031-03-01,187,40,1296
2031-03-02,118,57,1823
2031-03-03,120,40,1014
2031-03-04,145,57,1474
2031-03-05,123,64,1794
2031-03-06,165,49,1762
2031-03-07,79,46,822
2031-03-08,149,45,836
2031-03-09,126,49,889
2031-03-10,152,48,981
2031-03-11,76,49,1494
2031-03-12,183,44,1381
2031-03-13,57,46,1863
2031-03-14,77,41,1080
2031-03-15,175,65,1651
2031-03-16,115,65,1129
2031-03-17,199,54,1389
2031-03-18,136,53,1341
2031-03-19,110,54,1979
2031-03-20,177,54,1173
2031-03-21,119,57,1329
2031-03-22,94,40,1829
2031-03-23,143,69,846
2031-03-24,104,57,1833
2031-03-25,164,50,1621
2031-03-26,62,67,1984
2031-03-27,152,42,1285
2031-03-28,174,48,993
2031-03-29,86,53,1027
2031-03-30,190,40,1190
2031-03-31,55,69,917
2031-04-01,146,58,1663
2031-04-02,165,56,1397
2031-04-03,111,44,1859
2031-04-04,116,52,1192
2031-04-05,163,69,1791
2031-04-06,53,60,1890
2031-04-07,54,48,1439
2031-04-08,116,48,1006
2031-04-09,110,44,1617
2031-04-10,123,52,836
2031-04-11,185,40,963
2031-04-12,144,56,1642
2031-04-13,52,60,909
2031-04-14,78,68,1444
2031-04-15,66,64,1726
2031-04-16,150,67,854
2031-04-17,147,49,1263
2031-04-18,88,41,1519
2031-04-19,129,49,1732
2031-04-20,92,51,868
2031-04-21,134,65,852
2031-04-22,128,61,1356
2031-04-23,79,64,1079
2031-04-24,178,63,1647
2031-04-25,140,42,1170
2031-04-26,53,58,1209
2031-04-27,66,66,1617
2031-04-28,181,48,1592
2031-04-29,72,57,1483
2031-04-30,57,51,1936
2031-05-01,129,62,1252
2031-05-02,151,62,1876
2031-05-03,184,64,1431
2031-05-04,129,61,996
2031-05-05,111,50,934
2031-05-06,119,46,1442
2031-05-07,125,58,1731
2031-05-08,122,43,1376
2031-05-09,67,52,1327
2031-05-10,135,40,1909
2031-05-11,59,64,1412
2031-05-12,74,67,1455
2031-05-13,168,55,1349
2031-05-14,50,48,1353
2031-05-15,111,54,1270
2031-05-16,126,65,1254
2031-05-17,159,62,1979
2031-05-18,104,47,1907
2031-05-19,180,58,805
2031-05-20,146,59,1287
2031-05-21,146,58,1404
2031-05-22,65,45,1691
2031-05-23,194,40,1940
2031-05-24,186,58,1781
2031-05-25,164,57,1759
2031-05-26,52,46,821
2031-05-27,166,65,1396
2031-05-28,159,53,1798
2031-05-29,51,66,1443
2031-05-30,127,47,1249
2031-05-31,185,54,1597
2031-06-01,50,42,1789
2031-06-02,88,44,1609
2031-06-03,140,54,1835
2031-06-04,115,52,1688
2031-06-05,86,43,1180
2031-06-06,91,58,1134
2031-06-07,151,52,1197
2031-06-08,154,62,1983
2031-06-09,122,60,1500
2031-06-10,150,51,1954
2031-06-11,128,61,1987
2031-06-12,79,59,1300
2031-06-13,70,43,875
2031-06-14,127,67,1490
2031-06-15,71,57,1636
2031-06-16,123,49,1346
2031-06-17,71,66,1185
2031-06-18,199,56,952
2031-06-19,151,63,1074
2031-06-20,69,47,904
2031-06-21,94,53,1973
2031-06-22,114,61,1486
2031-06-23,112,56,1868
2031-06-24,120,52,1406
2031-06-25,128,41,1416
2031-06-26,96,59,1435
2031-06-27,137,48,1353
2031-06-28,71,45,1284
2031-06-29,177,51,1029
2031-06-30,170,63,1261
2031-07-01,85,68,883
2031-07-02,194,65,922
2031-07-03,104,59,1526
2031-07-04,169,67,1686
2031-07-05,103,61,1974
2031-07-06,73,46,1970
2031-07-07,140,41,1964
2031-07-08,168,54,1254
2031-07-09,54,69,1355
2031-07-10,162,41,1117
2031-07-11,148,66,1771
2031-07-12,74,44,1114
2031-07-13,97,60,1109
2031-07-14,50,67,869
2031-07-15,152,46,1932
2031-07-16,67,56,1160
